,Year,Month,Day,price,n_author,n_channels,n_activities,n_words_ave,Sentiment_value
159,2020,4,25,0.0598418067361675,2,1,2,3.0,0.0
160,2020,4,26,0.0669552704119663,2,1,2,2.5,0.0
161,2020,4,27,0.0718516312099617,2,1,2,3.0,0.0
162,2020,4,29,0.0661429150031625,1,1,1,3.0,0.0
163,2020,5,2,0.0683191749611589,1,1,1,3.0,0.0
164,2020,5,3,0.0682698123028247,1,1,1,3.0,0.0
165,2020,5,4,0.0649735451024052,1,1,1,3.0,0.0
166,2020,5,5,0.0662751715486834,1,1,1,3.0,0.0
167,2020,5,6,0.0626049805516688,3,1,3,3.0,0.0
168,2020,5,7,0.062182634310127,2,1,2,3.0,0.0
169,2020,5,10,0.0588101333497636,2,1,2,3.0,0.0
170,2020,5,11,0.0573798492483393,2,1,2,3.0,0.0
171,2020,5,14,0.0650478353265214,1,1,1,3.0,0.0
172,2020,5,15,0.0684755111890772,1,1,1,3.0,0.0
173,2020,5,17,0.0684605323891701,1,1,1,3.0,0.0
174,2020,5,21,0.0800353663392917,1,1,1,3.0,0.0
175,2020,5,23,0.0767501183529161,1,1,1,3.0,0.0
176,2020,5,24,0.076768836483564,2,1,2,3.0,0.0
177,2020,5,25,0.0752203399953653,2,1,2,3.0,0.0
178,2020,5,26,0.0758813107035707,3,1,3,3.0,0.0
179,2020,5,31,0.075121173130071,3,1,3,3.0,0.0
180,2020,6,1,0.0775862503395615,2,1,2,3.0,0.0
181,2020,6,2,0.0791401487916165,1,1,2,3.0,0.0
182,2020,6,3,0.0838573327936509,5,1,12,12.333333333333334,0.08495783730158729
183,2020,6,4,0.0852405431651983,2,1,2,3.0,0.0
184,2020,6,5,0.0816059942032859,7,1,7,3.0,0.0
185,2020,6,6,0.0856185403056125,2,1,2,3.0,0.0
186,2020,6,7,0.0808838536450982,1,1,1,3.0,0.0
187,2020,6,8,0.0777668160868006,1,1,2,3.0,0.0
188,2020,6,10,0.0836178740372925,1,1,1,3.0,0.0
189,2020,6,11,0.0831685341226915,1,1,1,3.0,0.0
190,2020,6,12,0.077676540768358,4,1,17,42.05882352941177,0.36087273923187235
191,2020,6,13,0.0768019643099966,3,1,3,3.0,0.0
192,2020,6,14,0.0774721994986736,5,1,8,4.875,0.2125
193,2020,6,15,0.0754137848715392,7,1,10,17.3,0.1583560606060606
194,2020,6,16,0.0746489318242558,4,2,5,9.0,0.10727272727272727
195,2020,6,17,0.0840308463838643,16,2,18,4.333333333333333,0.06313131313131312
196,2020,6,18,0.0787215117340263,10,1,21,13.714285714285714,0.1569387755102041
197,2020,6,19,0.0789295552427971,4,1,4,7.0,0.3125
198,2020,6,20,0.0730866658881119,3,1,6,5.166666666666667,-0.03333333333333333
199,2020,6,21,0.0737907594908046,3,1,3,16.333333333333332,0.049999999999999996
200,2020,6,22,0.071568602292293,2,1,2,3.0,0.0
201,2020,6,23,0.0763076777743236,5,2,7,9.714285714285714,0.25887445887445887
202,2020,6,24,0.0760853447484791,11,1,28,16.714285714285715,0.13325892857142854
203,2020,6,25,0.0751074871502552,6,1,50,14.18,0.06833928571428573
204,2020,6,26,0.0739810435428809,3,1,29,12.758620689655173,0.03183497536945813
205,2020,6,27,0.067943691920427,7,2,10,11.4,0.07791666666666666
206,2020,6,28,0.0668972727542693,2,1,2,26.0,0.3333333333333333
207,2020,6,29,0.0703791323923858,3,1,4,34.0,0.3333333333333333
208,2020,6,30,0.0702781556170727,8,1,40,28.1,0.0966643907563025
209,2020,7,1,0.0733183557882373,7,1,18,30.333333333333332,0.18347462722462723
210,2020,7,2,0.0781216456961609,8,2,44,37.77272727272727,0.14716687983733442
211,2020,7,3,0.0803243942525673,1,1,10,76.4,0.41060606060606075
212,2020,7,4,0.0787366225028844,3,2,4,93.25,0.30301136363636366
213,2020,7,5,0.0805965018115971,3,3,11,37.63636363636363,0.2379476584022039
214,2020,7,6,0.0801202727326605,6,2,42,21.88095238095238,0.13074623788909503
215,2020,7,7,0.0904705334355614,3,2,23,33.17391304347826,0.2184810841332581
216,2020,7,8,0.0975642814428693,3,2,8,67.125,0.3392045454545455
217,2020,7,9,0.091003786594751,3,2,10,57.1,0.35316919191919194
218,2020,7,10,0.1024699862236466,2,2,7,68.0,0.35194805194805207
219,2020,7,11,0.1135905666282256,4,2,13,29.53846153846154,0.10710955710955714
220,2020,7,12,0.1310519489209238,4,2,19,65.84210526315789,0.3866028708133973
221,2020,7,13,0.1265226047886906,2,2,6,66.16666666666667,0.3421717171717173
222,2020,7,14,0.1074514715879361,1,1,6,76.16666666666667,0.4106060606060607
223,2020,7,15,0.1128344989700855,3,3,10,20.3,0.25712121212121214
224,2020,7,16,0.1184389153928617,1,1,1,76.0,0.4106060606060607
225,2020,7,17,0.11360757831812,1,1,2,76.0,0.4106060606060607
226,2020,7,19,0.128123712146858,1,1,4,76.25,0.4106060606060607
227,2020,7,20,0.1510338736662936,7,3,57,40.89473684210526,0.28771398192450826
228,2020,7,21,0.1625656046110073,8,3,50,29.62,0.19817196969696968
229,2020,7,22,0.1775762788563192,7,2,19,55.1578947368421,0.30630316321105805
230,2020,7,23,0.1822605346846622,6,2,28,24.571428571428573,0.11759527674706247
231,2020,7,24,0.1822348663891422,6,3,13,40.23076923076923,0.2714005439005439
232,2020,7,25,0.1703050300005346,7,2,12,24.416666666666668,0.27898989898989907
233,2020,7,26,0.1641045574261815,6,2,10,43.1,0.29530303030303034
234,2020,7,27,0.1571418312298352,3,3,5,79.6,0.44050505050505057
235,2020,7,28,0.1723313889763271,4,2,12,50.416666666666664,0.3540298821548822
236,2020,7,29,0.1750529501276001,5,2,7,45.285714285714285,0.22240259740259744
237,2020,7,30,0.1635541793462704,7,2,13,26.923076923076923,0.11643939393939394
238,2020,7,31,0.1670781900035135,1,1,7,76.71428571428571,0.4106060606060607
239,2020,8,1,0.2010764585363093,1,1,8,76.375,0.4106060606060607
240,2020,8,2,0.2096645161300869,3,2,9,60.888888888888886,0.31936026936026946
241,2020,8,3,0.2189801160178146,4,2,15,43.2,0.23294949494949496
242,2020,8,4,0.272304557372683,11,2,45,38.55555555555556,0.2130117845117845
243,2020,8,5,0.2874424951796675,7,2,15,49.93333333333333,0.256489898989899
244,2020,8,6,0.2846687411101406,7,2,20,41.55,0.1074377705627706
245,2020,8,7,0.2985319994608639,3,2,8,63.375,0.30795454545454554
246,2020,8,8,0.3635831386929319,1,1,8,76.25,0.4106060606060607
247,2020,8,9,0.3897125348044076,6,2,17,50.94117647058823,0.4068627450980392
248,2020,8,10,0.4537001181238501,3,3,8,66.875,0.3267045454545455
249,2020,8,11,0.3934118506785389,6,2,21,46.714285714285715,0.311388888888889
250,2020,8,12,0.4018795860059183,5,2,16,38.5,0.1427748466810967
251,2020,8,13,0.4075995050798168,4,2,23,46.95652173913044,0.2597562582345192
252,2020,8,14,0.4417218371111231,5,2,17,55.411764705882355,0.3264803497156439
253,2020,8,15,0.422731767737073,3,2,7,58.857142857142854,0.2932900432900434
254,2020,8,16,0.432252166781335,3,2,13,64.46153846153847,0.36285936285936293
255,2020,8,17,0.4357751542631702,6,2,24,66.33333333333333,0.3813131313131313
256,2020,8,18,0.6341248662531069,3,2,24,74.75,0.388888888888889
257,2020,8,19,0.5873250447090144,6,2,17,51.35294117647059,0.20936343068696017
258,2020,8,20,0.5451124198213649,8,2,33,38.93939393939394,0.15854185797367618
259,2020,8,21,0.6113933112373939,6,2,21,61.61904761904762,0.30978005680386644
260,2020,8,22,0.5190349546104234,10,3,46,54.130434782608695,0.18564101960841092
261,2020,8,23,0.5351968360804096,8,2,27,64.55555555555556,0.27949890504392
262,2020,8,24,0.5941750336990387,10,2,95,64.13684210526316,0.3380718842560948
263,2020,8,25,0.564275752013778,7,2,28,52.714285714285715,0.2537838500784931
264,2020,8,26,0.5066265833951904,13,3,32,48.53125,0.13571465044351075
265,2020,8,27,0.5590932106211615,9,2,25,52.44,0.3054173160173161
266,2020,8,28,0.512874938460629,6,3,15,38.2,0.23914862914862917
267,2020,8,29,0.5441238951320261,3,2,10,35.7,0.12913636363636366
268,2020,8,30,0.6099645692720715,4,3,12,63.416666666666664,0.3387073112073112
269,2020,8,31,0.6290014402356713,5,3,66,72.71212121212122,0.41940388735843287
270,2020,9,1,0.5712616964424563,7,2,20,50.6,0.31058333333333343
271,2020,9,2,0.5355134857138166,7,2,21,53.19047619047619,0.24873015873015883
272,2020,9,3,0.5212945290145384,4,2,21,35.80952380952381,0.16995490620490622
273,2020,9,4,0.4295731213621718,2,2,9,74.11111111111111,0.44592592592592606
274,2020,9,5,0.4047166476986379,2,2,11,71.72727272727273,0.40006887052341605
275,2020,9,6,0.3249488775280567,4,2,11,53.45454545454545,0.29982093663911846
276,2020,9,7,0.3925642470907599,3,2,10,40.6,0.21118181818181814
277,2020,9,8,0.3895368631096321,2,2,8,68.875,0.3952083333333334
278,2020,9,9,0.3461674282492663,5,2,10,67.1,0.20687878787878788
279,2020,9,10,0.3665652621323982,7,2,21,51.61904761904762,0.24616416494133891
280,2020,9,11,0.3951449063509506,4,2,5,65.4,0.3415535714285714
281,2020,9,12,0.3892726154498784,2,1,2,31.0,0.21287878787878783
282,2020,9,13,0.3675867148027515,6,2,21,27.428571428571427,0.16057178932178934
283,2020,9,14,0.3456779200447561,6,3,21,65.0952380952381,0.2938236961451248
284,2020,9,15,0.3578468598748988,3,3,10,76.4,0.38383333333333336
285,2020,9,16,0.3197470277297552,4,2,18,56.388888888888886,0.3114814814814816
286,2020,9,17,0.354915810264056,6,3,12,62.333333333333336,0.346984126984127
287,2020,9,18,0.3270488890097759,4,2,13,114.84615384615384,0.3464193361583472
288,2020,9,19,0.3256835499396636,2,2,8,83.5,0.4386111111111112
289,2020,9,20,0.4176565953348455,1,1,9,74.0,0.4516666666666667
290,2020,9,21,0.3680278217247291,4,2,9,61.77777777777778,0.21420033670033672
291,2020,9,22,0.3462695992112144,5,3,13,72.23076923076923,0.3615615287490288
292,2020,9,23,0.3730698829518235,4,3,11,64.0,0.3398484848484849
293,2020,9,24,0.3589284826172773,2,2,9,79.66666666666667,0.4157912457912458
294,2020,9,25,0.4039382592122432,5,3,17,48.94117647058823,0.2403208556149733
295,2020,9,26,0.4196498489503419,4,2,7,53.285714285714285,0.4678354978354978
296,2020,9,27,0.3940049783234946,4,2,16,60.3125,0.36218750000000005
297,2020,9,28,0.3844989142152977,16,3,126,37.357142857142854,0.149475052697523
298,2020,9,29,0.3448547645201821,8,2,33,40.303030303030305,0.19490294097436955
299,2020,9,30,0.3591184779949035,8,2,19,40.36842105263158,0.18446224462671829
300,2020,10,1,0.3691376502176051,6,2,15,58.266666666666666,0.3153571428571429
301,2020,10,2,0.3891480154001924,7,3,54,66.14814814814815,0.40161335578002266
302,2020,10,3,0.3645805166552311,4,3,8,55.875,0.3169791666666667
303,2020,10,4,0.3589232467938505,1,1,9,74.11111111111111,0.4516666666666667
304,2020,10,5,0.3431406402044381,4,3,16,45.125,0.3008333333333334
305,2020,10,6,0.315620861211883,5,2,20,58.5,0.3406927083333334
306,2020,10,7,0.2548961736982299,5,3,14,64.71428571428571,0.36116532029478465
307,2020,10,8,0.3028947751530889,3,2,14,60.142857142857146,0.45794217687074845
308,2020,10,9,0.3085836053231303,3,2,12,46.666666666666664,0.2634722222222223
309,2020,10,10,0.3325587170605237,3,2,9,61.22222222222222,0.37138047138047137
310,2020,10,11,0.3113039328441952,1,1,3,74.0,0.4516666666666667
311,2020,10,12,0.3075459493650342,1,1,5,74.2,0.45166666666666677
312,2020,10,13,0.3758692974546938,1,1,10,74.0,0.45166666666666677
313,2020,10,14,0.3723816228026271,8,3,25,52.16,0.35033333333333333
314,2020,10,15,0.3609317167044706,2,2,6,83.5,0.3954861111111112
315,2020,10,16,0.3730219307871071,7,3,19,44.89473684210526,0.23655388471177952
316,2020,10,17,0.3375893236575265,5,2,24,45.166666666666664,0.24000413896619255
317,2020,10,18,0.3473512848601648,5,2,15,55.333333333333336,0.3041414141414142
318,2020,10,19,0.3813631030495922,7,2,98,70.51020408163265,0.4331014223871368
319,2020,10,20,0.3582393811641644,7,3,18,45.888888888888886,0.217962962962963
320,2020,10,21,0.338641962289291,9,4,23,31.17391304347826,0.1089361001317523
321,2020,10,22,0.3399878410890445,8,3,25,36.2,0.13925959595959597
322,2020,10,23,0.347353725491702,8,2,21,43.80952380952381,0.21013133030990178
323,2020,10,24,0.3947604097974821,7,2,36,39.02777777777778,0.15472883597883602
324,2020,10,25,0.4312051712539576,5,2,23,63.82608695652174,0.30911584792019586
325,2020,10,26,0.4394165982370015,8,4,54,44.51851851851852,0.17745348324514992
326,2020,10,27,0.456415532695637,10,3,68,43.970588235294116,0.25372350076394196
327,2020,10,28,0.5242536507330774,22,3,267,28.45692883895131,0.1573874997072563
328,2020,10,29,0.5207268882535215,16,2,69,56.6231884057971,0.3026034604150547
329,2020,10,30,0.4579260374731869,21,2,122,31.557377049180328,0.1504464643962595
330,2020,10,31,0.4722159809149305,12,2,52,34.65384615384615,0.1096371142746143
331,2020,11,1,0.4267095260229903,14,2,80,31.15,0.14153977272727275
332,2020,11,2,0.475456580628441,9,2,41,47.292682926829265,0.2754938100517369
333,2020,11,3,0.4583167294951817,16,3,52,55.53846153846154,0.28577393671143664
334,2020,11,4,0.4492926170098174,15,3,51,50.8235294117647,0.3111562324144023
335,2020,11,5,0.4677268356827394,11,4,111,68.09009009009009,0.36733653248359127
336,2020,11,6,0.4744134151672958,14,3,44,37.59090909090909,0.25460857765971395
337,2020,11,7,0.509918209187063,5,3,30,53.2,0.32302398989898984
338,2020,11,8,0.4809813987334755,5,2,29,54.758620689655174,0.32257799671592774
339,2020,11,9,0.5140524608317046,7,3,23,57.608695652173914,0.38656400966183585
340,2020,11,10,0.5753460544748641,7,2,27,54.074074074074076,0.2661265432098766
341,2020,11,11,0.5732818817217088,11,3,34,46.8235294117647,0.287127259994907
342,2020,11,12,0.5657209620472007,13,4,42,48.404761904761905,0.2641549422799423
343,2020,11,13,0.5224201753414446,6,3,19,62.1578947368421,0.3606647616516038
344,2020,11,14,0.5427704888763726,11,3,43,44.906976744186046,0.2553022612615635
345,2020,11,15,0.5460951748665145,1,1,51,84.43137254901961,0.5104166666666669
346,2020,11,16,0.5281681931487991,4,2,24,37.166666666666664,0.21609059343434348
347,2020,11,17,0.5542984188617459,9,4,45,45.62222222222222,0.24014610389610386
348,2020,11,18,0.5859474470270442,7,4,21,61.714285714285715,0.31251700680272115
349,2020,11,19,0.5507673069890997,5,3,23,64.26086956521739,0.3501537698412699
350,2020,11,20,0.5413452585605545,4,2,10,64.9,0.4130208333333334
351,2020,11,21,0.5321468777152696,6,2,42,29.071428571428573,0.18131220080624846
352,2020,11,22,0.5631141745233817,5,2,218,82.61467889908256,0.4980327107907385
353,2020,11,23,0.5056436261409191,6,3,23,49.56521739130435,0.2589524424850513
354,2020,11,24,0.5256064487217076,1,1,7,84.0,0.5104166666666669
355,2020,11,25,0.5240251392175732,6,3,24,51.875,0.30573127104377107
356,2020,11,26,0.4982549109207936,8,4,50,68.6,0.4413072390572392
357,2020,11,27,0.4352541610949723,5,3,18,60.44444444444444,0.5239538239538241
358,2020,11,28,0.4243763983183899,1,1,38,84.21052631578948,0.510416666666667
359,2020,11,29,0.4477743255234679,5,2,19,43.05263157894737,0.14714912280701756
360,2020,11,30,0.4627581373878069,8,4,44,55.34090909090909,0.40205750688705244
361,2020,12,1,0.4787198694692493,4,5,25,73.16,0.5589634199134199
362,2020,12,2,0.4515236256289462,5,4,23,60.0,0.657411067193676
363,2020,12,3,0.4796263401868234,6,3,19,50.36842105263158,0.6912280701754385
364,2020,12,4,0.4768205492205065,3,2,10,56.5,0.8166666666666668
365,2020,12,5,0.4424451113004558,3,2,10,55.8,0.7133333333333333
366,2020,12,6,0.4673849362952464,5,3,16,55.625,0.7333333333333334
367,2020,12,7,0.4492602995112684,2,2,9,64.77777777777777,0.7240740740740741
368,2020,12,8,0.4291563005242713,3,2,15,62.0,0.7979797979797981
369,2020,12,9,0.372971880691727,3,3,13,59.84615384615385,0.6897435897435898
370,2020,12,10,0.3939641074223217,5,4,12,35.083333333333336,0.43327786796536794
371,2020,12,11,0.3742704726936662,6,3,27,47.22222222222222,0.5311728395061729
372,2020,12,12,0.3713957702979283,4,2,50,66.6,0.7900694444444446
373,2020,12,13,0.3787066191117594,4,3,10,47.6,0.6341666666666667
374,2020,12,14,0.396176707281554,6,3,28,30.928571428571427,0.2908378427128427
375,2020,12,15,0.4030466456327082,14,4,41,50.853658536585364,0.6176244918699187
376,2020,12,16,0.4376158896365056,10,3,29,48.10344827586207,0.4332092209924723
377,2020,12,17,0.4314304555294559,6,4,25,53.08,0.4941446396740514
378,2020,12,18,0.4364234284379614,8,4,39,49.97435897435897,0.5933255633255633
379,2020,12,19,0.4338386004134994,4,3,18,48.833333333333336,0.6083333333333334
380,2020,12,20,0.4291675329438319,6,3,81,64.30864197530865,0.7589947089947089
381,2020,12,21,0.397172086639235,15,4,35,39.68571428571428,0.416331117295403
382,2020,12,22,0.3920778091368914,8,5,16,58.0,0.45666768127705626
383,2020,12,23,0.3816817311315942,7,3,34,48.88235294117647,0.5813725490196079
384,2020,12,24,0.311711698840063,5,3,11,32.18181818181818,0.5137741046831955
385,2020,12,25,0.3349948513094081,6,2,20,22.05,0.17833333333333337
386,2020,12,26,0.3247810004157894,3,2,9,39.888888888888886,0.5444444444444444
