airport_id,date,metar
KMIA,2014-01-02,KMIA 020053Z 11006KT 10SM FEW015 SCT250 24/22 A3009 RMK AO2 SLP188 T02440222
KMIA,2014-01-02,KMIA 020153Z 11006KT 10SM FEW012 24/22 A3009 RMK AO2 SLP189 T02390217
KMIA,2014-01-02,KMIA 020253Z 12006KT 10SM SCT017 24/22 A3009 RMK AO2 SLP189 T02440222 50002
KMIA,2014-01-02,KMIA 020353Z 14004KT 10SM FEW018 23/22 A3008 RMK AO2 SLP186 T02330217
KMIA,2014-01-02,KMIA 020453Z 15004KT 10SM FEW020 24/21 A3006 RMK AO2 SLP179 T02390211 402780228
KMIA,2014-01-02,KMIA 020553Z 13003KT 10SM FEW025 23/21 A3005 RMK AO2 SLP174 T02330206 10250 20233 58015
KMIA,2014-01-02,KMIA 020653Z 14003KT 10SM FEW025 23/21 A3003 RMK AO2 SLP169 T02330206
KMIA,2014-01-02,KMIA 020753Z 16003KT 10SM CLR 23/21 A3001 RMK AO2 SLP161 T02280206
KMIA,2014-01-02,KMIA 020853Z VRB04KT 10SM CLR 23/21 A3000 RMK AO2 SLP160 T02280206 56014
KMIA,2014-01-02,KMIA 020953Z 14004KT 10SM CLR 22/20 A3000 RMK AO2 SLP160 T02220200
KMIA,2014-01-02,KMIA 021053Z 13005KT 10SM FEW025 23/19 A3000 RMK AO2 SLP159 T02280194
KMIA,2014-01-02,KMIA 021153Z 14005KT 10SM CLR 23/20 A3000 RMK AO2 SLP160 70008 T02330200 10239 20222 53001
KMIA,2014-01-02,KMIA 021253Z 15003KT 10SM FEW020 23/21 A3002 RMK AO2 SLP166 T02330206
KMIA,2014-01-02,KMIA 021353Z 17007KT 10SM FEW020 26/21 A3004 RMK AO2 SLP171 T02560211
KMIA,2014-01-02,KMIA 021453Z 17009G17KT 10SM SCT025 27/21 A3004 RMK AO2 SLP171 T02670206 51011
KMIA,2014-01-02,KMIA 021553Z 17011G17KT 10SM SCT029 28/21 A3002 RMK AO2 SLP166 T02780206
KMIA,2014-01-02,KMIA 021653Z 20009G23KT 10SM SCT032 28/19 A2999 RMK AO2 SLP155 T02830194
KMIA,2014-01-02,KMIA 021753Z 16014KT 10SM SCT030 BKN060 28/21 A2995 RMK AO2 SLP142 T02780206 10289 20228 58029
KMIA,2014-01-02,KMIA 021853Z 20010G17KT 10SM SCT033 BKN060 28/19 A2993 RMK AO2 SLP133 TCU DSNT NE-SE T02830194
KMIA,2014-01-02,KMIA 021953Z 19007G17KT 10SM SCT035 28/19 A2991 RMK AO2 SLP127 T02830194
KMIA,2014-01-02,KMIA 022053Z 22011G18KT 10SM SCT035 28/19 A2990 RMK AO2 SLP126 T02780194 56017
KMIA,2014-01-02,KMIA 022153Z 22011KT 10SM SCT035 27/19 A2991 RMK AO2 SLP128 T02720189
KMIA,2014-01-02,KMIA 022253Z 22007KT 10SM FEW031 26/19 A2992 RMK AO2 SLP131 T02610194
KMIA,2014-01-02,KMIA 022353Z 24005KT 10SM FEW030 25/19 A2994 RMK AO2 SLP138 T02500189 10289 20250 53012
KMIA,2014-01-03,KMIA 030053Z 23005KT 10SM FEW030 24/19 A2995 RMK AO2 SLP142 T02440194
KMIA,2014-01-03,KMIA 030153Z 23005KT 10SM FEW030 23/20 A2996 RMK AO2 SLP146 T02330200
KMIA,2014-01-03,KMIA 030253Z 22004KT 10SM CLR 23/21 A2996 RMK AO2 SLP147 T02280206 51009
KMIA,2014-01-03,KMIA 030353Z 23003KT 10SM CLR 22/21 A2996 RMK AO2 SLP146 T02220206
KMIA,2014-01-03,KMIA 030453Z 00000KT 10SM CLR 22/21 A2996 RMK AO2 SLP145 T02220206 402890217
KMIA,2014-01-03,KMIA 030553Z 23005KT 10SM SCT034 23/21 A2996 RMK AO2 SLP144 T02280211 10256 20217 58003
KMIA,2014-01-03,KMIA 030653Z 24004KT 8SM FEW010 SCT020 22/21 A2994 RMK AO2 SLP137 T02220211
KMIA,2014-01-03,KMIA 030753Z 22003KT 10SM CLR 22/21 A2992 RMK AO2 SLP132 T02170206
KMIA,2014-01-03,KMIA 030853Z 27006KT 10SM SCT035 22/21 A2993 RMK AO2 SLP135 T02170206 55009
KMIA,2014-01-03,KMIA 030953Z 33013G22KT 10SM FEW008 BKN014 OVC035 20/15 A2996 RMK AO2 SLP146 T02000150
KMIA,2014-01-03,KMIA 031053Z 34009G16KT 10SM BKN029 OVC040 18/14 A2999 RMK AO2 SLP155 T01830144
KMIA,2014-01-03,KMIA 031153Z 34011KT 10SM SCT017 BKN029 BKN043 18/14 A3003 RMK AO2 SLP170 T01780139 10228 20178 53034
KMIA,2014-01-03,KMIA 031253Z 34012KT 10SM FEW016 OVC049 17/12 A3005 RMK AO2 SLP175 T01670122
KMIA,2014-01-03,KMIA 031353Z 36008G19KT 340V040 10SM BKN047 BKN200 17/12 A3008 RMK AO2 SLP185 T01720122
KMIA,2014-01-03,KMIA 031453Z 35008G18KT 10SM BKN048 BKN200 18/08 A3010 RMK AO2 SLP193 T01780078 53023
KMIA,2014-01-03,KMIA 031553Z 34008G16KT 10SM BKN060 18/03 A3010 RMK AO2 SLP192 T01830028
KMIA,2014-01-03,KMIA 031653Z 36008G15KT 340V050 10SM FEW060 BKN180 BKN250 18/05 A3009 RMK AO2 SLP189 T01780050
KMIA,2014-01-03,KMIA 031753Z 03008KT 350V060 10SM FEW040 SCT170 BKN250 19/08 A3008 RMK AO2 SLP184 T01940078 10194 20167 58008
KMIA,2014-01-03,KMIA 031853Z 04008G15KT 10SM FEW040 SCT170 BKN250 21/08 A3007 RMK AO2 SLP181 T02060083
KMIA,2014-01-03,KMIA 031953Z 02011G18KT 10SM FEW040 SCT170 SCT250 21/09 A3007 RMK AO2 SLP183 T02110089
KMIA,2014-01-03,KMIA 032053Z 03008G15KT 350V050 10SM FEW040 SCT170 SCT250 21/09 A3009 RMK AO2 SLP189 T02060094 53004
KMIA,2014-01-03,KMIA 032153Z 02006KT 10SM FEW035 SCT050 BKN170 BKN250 20/11 A3011 RMK AO2 SLP197 T02000111
KMIA,2014-01-03,KMIA 032253Z VRB05KT 10SM FEW035 BKN055 BKN170 BKN250 18/11 A3013 RMK AO2 SLP202 T01830111
KMIA,2014-01-03,KMIA 032353Z 35008KT 10SM BKN047 BKN060 OVC170 18/11 A3015 RMK AO2 SLP208 T01780111 10211 20178 51019
KMIA,2014-01-04,KMIA 040053Z 36005KT 10SM BKN050 BKN060 17/11 A3015 RMK AO2 SLP210 T01720111
KMIA,2014-01-04,KMIA 040153Z 36006KT 10SM FEW036 SCT048 BKN060 17/11 A3017 RMK AO2 SLP216 T01720111
KMIA,2014-01-04,KMIA 040253Z 35005KT 10SM BKN033 BKN055 17/12 A3018 RMK AO2 SLP218 T01720117 52010
KMIA,2014-01-04,KMIA 040353Z 33005KT 10SM FEW033 OVC048 16/12 A3018 RMK AO2 SLP220 T01610117
KMIA,2014-01-04,KMIA 040453Z 00000KT 10SM FEW033 BKN050 16/12 A3016 RMK AO2 SLP213 T01610117 402280161
KMIA,2014-01-04,KMIA 040553Z 35004KT 10SM FEW033 BKN050 17/12 A3014 RMK AO2 SLP207 T01720122 10178 20161 58010
KMIA,2014-01-04,KMIA 040653Z 06007KT 10SM FEW035 SCT050 18/13 A3014 RMK AO2 SLP204 T01830128
KMIA,2014-01-04,KMIA 040753Z 07010KT 10SM FEW035 SCT050 20/14 A3012 RMK AO2 SLP198 98331 T02000139
KMIA,2014-01-04,KMIA 040853Z 09009KT 10SM FEW035 19/14 A3012 RMK AO2 SLP198 T01940139 56010
KMIA,2014-01-04,KMIA 040953Z 07005KT 10SM FEW035 SCT050 20/14 A3012 RMK AO2 SLP198 T02000139
KMIA,2014-01-04,KMIA 041053Z 06007KT 10SM BKN030 OVC050 21/16 A3010 RMK AO2 SLP193 T02110156
KMIA,2014-01-04,KMIA 041153Z 09007KT 10SM BKN030 OVC050 21/16 A3011 RMK AO2 SLP195 T02110161 10211 20167 55002
KMIA,2014-01-04,KMIA 041253Z VRB04KT 10SM FEW030 OVC050 22/17 A3015 RMK AO2 SLP208 T02220167
KMIA,2014-01-04,KMIA 041353Z 09007KT 10SM BKN039 OVC055 22/17 A3016 RMK AO2 SLP214 T02220172
KMIA,2014-01-04,KMIA 041453Z 10009KT 10SM FEW032 OVC042 23/17 A3018 RMK AO2 SLP218 T02280172 51023
KMIA,2014-01-04,KMIA 041553Z 10010KT 10SM OVC065 23/18 A3016 RMK AO2 SLP213 T02280178
KMIA,2014-01-04,KMIA 041653Z 09008KT 10SM SCT030 OVC070 23/18 A3015 RMK AO2 RAB30E53 SLP209 P0000 T02280183
KMIA,2014-01-04,KMIA 041753Z 07007KT 10SM -RA FEW055 BKN070 OVC110 23/19 A3010 RMK AO2 RAB1658 SLP192 P0002 60002 T02280194 10233 20211 58026
KMIA,2014-01-04,KMIA 041853Z 07005KT 10SM FEW030 BKN050 OVC120 23/19 A3010 RMK AO2 RAE11 SLP193 P0000 T02280194
KMIA,2014-01-04,KMIA 041953Z 08009KT 10SM FEW020 SCT055 BKN120 OVC200 24/19 A3008 RMK AO2 SLP185 T02390194
KMIA,2014-01-04,KMIA 042053Z 05008KT 10SM FEW022 SCT055 BKN080 OVC200 24/19 A3008 RMK AO2 SLP185 60000 T02390194 58007
KMIA,2014-01-04,KMIA 042153Z 06009KT 10SM FEW022 SCT060 BKN080 OVC200 24/20 A3008 RMK AO2 SLP186 T02390200
KMIA,2014-01-04,KMIA 042253Z 06007KT 10SM FEW020 SCT060 BKN100 OVC250 23/19 A3010 RMK AO2 SLP192 T02330194
KMIA,2014-01-04,KMIA 042353Z 07006KT 10SM FEW020 SCT150 OVC200 24/19 A3010 RMK AO2 SLP193 60000 T02390194 10244 20228 51008
KMIA,2014-01-05,KMIA 050053Z 08006KT 10SM FEW020 SCT150 OVC200 23/19 A3012 RMK AO2 SLP198 T02330194
KMIA,2014-01-05,KMIA 050153Z 09005KT 10SM SCT150 OVC250 23/19 A3011 RMK AO2 SLP194 T02280194
KMIA,2014-01-05,KMIA 050253Z 09005KT 10SM FEW020 BKN130 OVC200 23/19 A3011 RMK AO2 SLP197 T02330194 51004
KMIA,2014-01-05,KMIA 050353Z 09007KT 10SM FEW025 OVC130 23/20 A3011 RMK AO2 SLP194 T02330200
KMIA,2014-01-05,KMIA 050453Z 10010KT 10SM FEW025 SCT042 OVC130 24/20 A3009 RMK AO2 SLP188 T02390200 402440161
KMIA,2014-01-05,KMIA 050553Z 10010KT 10SM FEW025 SCT042 OVC130 23/20 A3006 RMK AO2 SLP178 T02330200 10244 20228 58019
KMIA,2014-01-05,KMIA 050653Z 13007KT 10SM FEW042 OVC130 23/20 A3005 RMK AO2 SLP175 T02330200
KMIA,2014-01-05,KMIA 050753Z 13003KT 10SM OVC130 22/20 A3003 RMK AO2 SLP170 98015 T02220200
KMIA,2014-01-05,KMIA 050853Z 10009KT 10SM FEW060 BKN130 OVC250 23/19 A3000 RMK AO2 SLP158 T02280194 58021
KMIA,2014-01-05,KMIA 050953Z 12007KT 10SM BKN130 OVC250 23/19 A2999 RMK AO2 SLP155 T02330189
KMIA,2014-01-05,KMIA 051053Z 12015G21KT 10SM FEW020 SCT130 BKN250 24/21 A2997 RMK AO2 SLP147 T02390206
KMIA,2014-01-05,KMIA 051153Z 13009G18KT 10SM SCT020 BKN090 BKN250 24/21 A3000 RMK AO2 SLP157 70002 T02390211 10239 20222 55000
KMIA,2014-01-05,KMIA 051253Z 13009KT 10SM SCT023 SCT090 OVC250 24/21 A3002 RMK AO2 SLP167 T02440211
KMIA,2014-01-05,KMIA 051353Z 14009KT 10SM SCT026 SCT090 BKN250 25/22 A3004 RMK AO2 SLP173 T02500217
KMIA,2014-01-05,KMIA 051453Z 14008KT 10SM FEW023 SCT040 SCT250 25/22 A3006 RMK AO2 SLP178 T02500217 51021
KMIA,2014-01-05,KMIA 051553Z 16009G18KT 10SM FEW023 SCT040 SCT250 27/22 A3004 RMK AO2 SLP172 T02720217
KMIA,2014-01-05,KMIA 051653Z 18010KT 10SM FEW025 SCT037 BKN100 BKN140 27/21 A3002 RMK AO2 SLP167 T02720211
KMIA,2014-01-05,KMIA 051753Z 18015G23KT 10SM FEW024 SCT032 SCT100 BKN140 27/22 A3000 RMK AO2 SLP158 T02670217 10278 20239 58020
KMIA,2014-01-05,KMIA 051853Z 18007KT 10SM FEW022 BKN031 BKN048 26/21 A2998 RMK AO2 RAB01E26 SLP153 P0001 T02560211
KMIA,2014-01-05,KMIA 051953Z 16014G22KT 10SM FEW021 SCT045 BKN120 25/21 A2999 RMK AO2 SLP155 T02500206
KMIA,2014-01-05,KMIA 052053Z 19008G19KT 10SM FEW025 BKN100 BKN250 26/19 A2999 RMK AO2 SLP155 CB DSNT NE 60001 T02610189 56003
KMIA,2014-01-05,KMIA 052153Z 21006KT 10SM FEW025 BKN095 BKN250 24/19 A3000 RMK AO2 SLP158 CB DSNT NE AND SE T02440189
KMIA,2014-01-05,KMIA 052253Z 21005KT 10SM FEW025 BKN095 BKN250 24/18 A3000 RMK AO2 SLP160 CB DSNT NE-SE AND NW T02440183
KMIA,2014-01-05,KMIA 052353Z 17003KT 10SM FEW025 BKN150 BKN250 24/18 A3002 RMK AO2 SLP165 60001 T02390183 10267 20228 53009
KMIA,2014-01-06,KMIA 060053Z 17003KT 10SM FEW130 BKN250 23/19 A3003 RMK AO2 SLP169 T02330189
KMIA,2014-01-06,KMIA 060153Z 16003KT 10SM SCT250 23/19 A3004 RMK AO2 SLP171 T02280189
KMIA,2014-01-06,KMIA 060253Z 00000KT 10SM FEW250 22/19 A3004 RMK AO2 SLP171 T02170194 50006
KMIA,2014-01-06,KMIA 060353Z 17003KT 10SM CLR 22/20 A3003 RMK AO2 SLP169 T02170200
KMIA,2014-01-06,KMIA 060453Z 18003KT 10SM FEW250 22/20 A3001 RMK AO2 SLP163 T02170200 402780211
KMIA,2014-01-06,KMIA 060553Z 00000KT 10SM FEW250 21/20 A3001 RMK AO2 SLP162 T02110200 10239 20211 56009
KMIA,2014-01-06,KMIA 060653Z 00000KT 10SM FEW250 21/21 A3000 RMK AO2 SLP159 T02110206
KMIA,2014-01-06,KMIA 060753Z 00000KT 10SM FEW250 21/20 A3000 RMK AO2 SLP159 98183 T02060200
KMIA,2014-01-06,KMIA 060853Z 00000KT 10SM CLR 21/20 A3000 RMK AO2 SLP158 T02060200 56003
KMIA,2014-01-06,KMIA 060953Z 00000KT 10SM CLR 20/20 A3000 RMK AO2 SLP158 T02000200
KMIA,2014-01-06,KMIA 061053Z 19003KT 10SM CLR 21/20 A3001 RMK AO2 SLP161 T02060200
KMIA,2014-01-06,KMIA 061153Z 00000KT 10SM SCT250 21/20 A3002 RMK AO2 SLP166 70001 T02060200 10211 20200 53008
KMIA,2014-01-06,KMIA 061253Z 21004KT 10SM SCT100 BKN250 22/21 A3005 RMK AO2 SLP176 T02170206
KMIA,2014-01-06,KMIA 061353Z 22004KT 10SM FEW090 SCT110 BKN250 24/21 A3007 RMK AO2 SLP183 T02390206
KMIA,2014-01-06,KMIA 061453Z 20006KT 10SM FEW090 BKN250 26/21 A3008 RMK AO2 SLP186 T02560206 51020
KMIA,2014-01-06,KMIA 061553Z 23007KT 10SM FEW020 SCT090 BKN250 27/21 A3006 RMK AO2 SLP178 T02720206
KMIA,2014-01-06,KMIA 061653Z 22008KT 10SM FEW020 SCT100 BKN250 28/21 A3003 RMK AO2 SLP168 T02830206
KMIA,2014-01-06,KMIA 061753Z 24007KT 10SM SCT037 BKN046 28/20 A3000 RMK AO2 SLP159 T02780200 10289 20206 58027
KMIA,2014-01-06,KMIA 061853Z 27007KT 10SM SCT030 SCT055 BKN140 BKN250 29/20 A2998 RMK AO2 SLP153 T02890200
KMIA,2014-01-06,KMIA 061953Z 28007KT 10SM SCT030CB SCT050 BKN130 OVC250 28/19 A2998 RMK AO2 SLP151 CB NE-SE-S MOV NE T02780194
KMIA,2014-01-06,KMIA 062053Z 14011KT 10SM -RA SCT030CB BKN050 BKN130 OVC250 23/21 A3000 RMK AO2 RAB29 SLP157 CB NE-SE MOV NE P0002 60002 T02330206 55001
KMIA,2014-01-06,KMIA 062153Z 14003KT 10SM FEW030 BKN060 BKN075 OVC250 23/22 A3001 RMK AO2 RAE05B25E42 SLP162 P0003 T02330217
KMIA,2014-01-06,KMIA 062253Z 00000KT 10SM FEW025 BKN070 BKN095 BKN250 23/21 A3002 RMK AO2 SLP166 T02330211
KMIA,2014-01-06,KMIA 062353Z 32010G18KT 10SM -RA SCT033 BKN042 OVC075 23/18 A3006 RMK AO2 RAB52 SLP178 P0000 60005 T02330183 10294 20233 53021
KMIA,2014-01-07,KMIA 070053Z 34014G21KT 10SM BKN039 BKN075 OVC085 21/17 A3011 RMK AO2 RAE11 SLP194 P0000 T02110167
KMIA,2014-01-07,KMIA 070153Z 34013G18KT 10SM FEW021 BKN043 19/12 A3015 RMK AO2 SLP209 T01890122
KMIA,2014-01-07,KMIA 070253Z 34016G25KT 10SM SCT100 OVC150 17/06 A3017 RMK AO2 PK WND 35026/0217 SLP215 60000 T01720056 51036
KMIA,2014-01-07,KMIA 070353Z 33009G22KT 10SM FEW045 SCT110 OVC150 16/04 A3018 RMK AO2 SLP220 T01610044
KMIA,2014-01-07,KMIA 070453Z 34013G24KT 10SM -RA OVC055 15/09 A3018 RMK AO2 RAB19 SLP220 P0000 T01500094 402940150
KMIA,2014-01-07,KMIA 070553Z 34009G25KT 10SM OVC055 13/01 A3020 RMK AO2 PK WND 34030/0537 RAE18 SLP225 P0000 60000 T01330006 10233 20133 52011
KMIA,2014-01-07,KMIA 070653Z 34011G23KT 10SM OVC060 13/01 A3021 RMK AO2 PK WND 34026/0559 SLP230 T01280006
KMIA,2014-01-07,KMIA 070753Z 36009G19KT 10SM OVC060 12/M02 A3021 RMK AO2 SLP228 98211 T01171017
KMIA,2014-01-07,KMIA 070853Z 01010G16KT 10SM OVC060 12/M02 A3021 RMK AO2 SLP231 T01171017 51005
KMIA,2014-01-07,KMIA 070953Z 32010G18KT 10SM OVC070 11/M02 A3023 RMK AO2 SLP237 T01111022
KMIA,2014-01-07,KMIA 071053Z 34008G17KT 10SM OVC080 11/00 A3026 RMK AO2 RAB22E31 SLP247 P0000 T01060000
KMIA,2014-01-07,KMIA 071153Z 33007G18KT 10SM OVC080 10/M01 A3027 RMK AO2 SLP250 60000 70005 T01001011 10133 20100 51019
KMIA,2014-01-07,KMIA 071253Z 34010G18KT 10SM OVC080 10/01 A3028 RMK AO2 SLP253 T01000011
KMIA,2014-01-07,KMIA 071353Z 34009G16KT 10SM OVC100 11/02 A3030 RMK AO2 SLP259 T01060022
KMIA,2014-01-07,KMIA 071453Z 35009G16KT 10SM FEW080 BKN100 OVC250 11/04 A3030 RMK AO2 SLP259 T01110039 51009
KMIA,2014-01-07,KMIA 071553Z 34012G19KT 10SM BKN028 BKN110 12/04 A3028 RMK AO2 SLP254 T01220044
KMIA,2014-01-07,KMIA 071653Z 34007G17KT 10SM OVC030 13/06 A3026 RMK AO2 SLP247 T01330056
KMIA,2014-01-07,KMIA 071753Z 33014G19KT 10SM OVC030 13/06 A3023 RMK AO2 SLP237 T01330061 10139 20094 58022
KMIA,2014-01-07,KMIA 071853Z 33012G20KT 10SM -RA OVC029 13/06 A3023 RMK AO2 RAB43 SLP235 P0000 T01280061
KMIA,2014-01-07,KMIA 071953Z 34011G17KT 10SM OVC027 13/07 A3023 RMK AO2 RAE1857 SLP236 P0000 T01280067
KMIA,2014-01-07,KMIA 072053Z 35008G17KT 10SM OVC024 13/08 A3023 RMK AO2 RAB25E45 SLP238 P0000 60000 T01330083 53000
KMIA,2014-01-07,KMIA 072153Z 35011G19KT 10SM OVC020 14/09 A3024 RMK AO2 RAB00E23 SLP240 P0000 T01440094
KMIA,2014-01-07,KMIA 072253Z 35005G15KT 10SM OVC020 13/09 A3025 RMK AO2 SLP244 T01330094
KMIA,2014-01-07,KMIA 072353Z 36011G20KT 10SM -RA SCT025 OVC033 13/09 A3026 RMK AO2 RAB21 SLP248 P0000 60000 T01280094 10144 20128 53010
KMIA,2014-01-08,KMIA 080053Z 35009G16KT 10SM -RA SCT020 BKN027 OVC032 13/09 A3028 RMK AO2 RAE2357B42 SLP254 P0000 T01280089
KMIA,2014-01-08,KMIA 080153Z 35007KT 10SM OVC027 12/09 A3030 RMK AO2 RAE22 SLP258 P0001 T01220094
KMIA,2014-01-08,KMIA 080253Z VRB04KT 10SM -RA OVC029 11/08 A3030 RMK AO2 RAB00 SLP260 P0001 60002 T01110083 51012
KMIA,2014-01-08,KMIA 080353Z 34005KT 10SM -RA OVC029 11/08 A3030 RMK AO2 RAE29B45 SLP260 P0001 T01060083
KMIA,2014-01-08,KMIA 080453Z 34009KT 8SM RA OVC028 10/08 A3029 RMK AO2 RAE0358B48 SLP256 P0000 T01000083 401440094
KMIA,2014-01-08,KMIA 080553Z 34006KT 10SM -RA OVC028 10/09 A3027 RMK AO2 SLP249 P0004 60007 T01000089 10133 20100 58011
KMIA,2014-01-08,KMIA 080653Z 36007KT 10SM BKN028 OVC034 10/09 A3025 RMK AO2 RAE10 SLP242 P0000 T01000089
KMIA,2014-01-08,KMIA 080753Z 35004KT 10SM BKN024 OVC031 11/09 A3025 RMK AO2 SLP242 98001 T01110094
KMIA,2014-01-08,KMIA 080853Z 36006KT 10SM -RA OVC027 11/10 A3024 RMK AO2 RAB12 SLP239 P0000 60000 T01110100 56011
KMIA,2014-01-08,KMIA 080953Z 35005KT 10SM FEW018 BKN023 OVC055 12/11 A3022 RMK AO2 RAE08B34E52 SLP234 P0000 T01220111
KMIA,2014-01-08,KMIA 081053Z 36004KT 10SM SCT015 BKN030 OVC050 13/12 A3021 RMK AO2 SLP230 T01330122
KMIA,2014-01-08,KMIA 081153Z 32005KT 9SM BKN018 BKN024 OVC033 14/14 A3023 RMK AO2 SLP237 60000 70007 T01440139 10144 20100 55001
KMIA,2014-01-08,KMIA 081253Z 04005KT 10SM BKN019 OVC030 17/16 A3025 RMK AO2 RAB16E35 SLP243 P0000 T01720156
KMIA,2014-01-08,KMIA 081353Z 05008KT 4SM -RA BR BKN015 BKN030 OVC090 19/17 A3028 RMK AO2 RAB08E18B47 SLP252 P0000 T01890172
KMIA,2014-01-08,KMIA 081453Z 04009KT 5SM -RA BR BKN015 OVC040 19/17 A3030 RMK AO2 SLP260 P0001 60001 T01890172 53023
KMIA,2014-01-08,KMIA 081553Z 06008G15KT 4SM -RA BR SCT013 BKN024 OVC070 19/18 A3029 RMK AO2 SLP256 P0002 T01890178
KMIA,2014-01-08,KMIA 081653Z 06011G19KT 10SM SCT013 BKN030 OVC070 21/18 A3026 RMK AO2 RAE50 SLP245 P0002 T02060183
KMIA,2014-01-08,KMIA 081753Z 04009G20KT 10SM SCT012 BKN020 OVC030 21/18 A3023 RMK AO2 RAB02E12B31E41 SLP235 P0000 60005 T02060178 10211 20144 58026
KMIA,2014-01-08,KMIA 081853Z 05011KT 7SM -RA FEW014 BKN020 OVC040 20/18 A3021 RMK AO2 RAB07 SLP231 P0000 T02000178
KMIA,2014-01-08,KMIA 081953Z 06011G20KT 5SM BR BKN007 BKN016 OVC055 19/18 A3021 RMK AO2 RAE50 SLP229 P0000 T01940183
KMIA,2014-01-08,KMIA 082053Z 05011G18KT 5SM -RA BR BKN009 BKN016 OVC025 19/18 A3021 RMK AO2 RAB24 SLP228 P0000 60000 T01940183 56007
KMIA,2014-01-08,KMIA 082153Z 05012G19KT 5SM BR SCT009 BKN027 OVC035 19/18 A3020 RMK AO2 RAE37 SLP225 P0000 T01940183
KMIA,2014-01-08,KMIA 082253Z 04009KT 5SM -RA BR FEW009 BKN014 OVC025 20/18 A3021 RMK AO2 RAB04 SLP230 P0001 T02000183
KMIA,2014-01-08,KMIA 082353Z 05011KT 7SM -RA FEW009 BKN014 OVC022 21/19 A3021 RMK AO2 SLP228 P0000 60001 T02060189 10211 20194 55000
KMIA,2014-01-10,KMIA 100053Z 11005KT 10SM FEW014 SCT048 BKN220 24/22 A3017 RMK AO2 SLP216 T02440217
KMIA,2014-01-10,KMIA 100153Z 10008KT 10SM FEW016 SCT035 SCT060 BKN200 24/22 A3019 RMK AO2 SLP222 T02440222
