,latitude,longitude,zip_code,id,name,labels,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500
10,37.4429885,-122.1624131,94025,c:3949,Zong,1,4.6274,9.4493,10.1342,10.6493,22,3,27500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1
11,37.452992,-122.185098,94025,c:4829,Center'd,0,1.0849,5.3370000000000015,-0.6164,4.6082,8,5,10400000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.75,1
12,38.241467,-85.72451099999998,40204,c:30290,Resonant Vibes,0,4.9041,4.9041,,,0,1,350000,0,KY,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
13,40.70276,-73.98666800000002,11201,c:1491,drop.io,1,0.0192,2.4356,0.7945,4.3781,15,3,9950000,3,NY,0,1,0,0,0,education,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1
14,39.74627279999999,-104.9911572,80202,c:15645,Stratavia,1,4.6658,8.9973,8.8384,8.8384,12,5,10700000,1,CO,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1
15,38.901301,-77.265158,22182,c:54177,Invicta Networks,0,6.6082,6.6082,,,0,1,200000,0,VA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0
16,37.39628270000001,-122.105531,94022,c:16770,QSecure,0,2.5863,6.7644,5.5014,5.5014,8,5,49000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3.5,1
17,37.590339,-122.341715,94010,c:107,MeeVee,1,4.5918,7.1726,-0.4986,12.6795,7,4,25000000,3,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,3.5,1
18,40.730646,-73.986614,10004,c:50727,SinglePlatform,1,0.7425,1.5808,1.2849,3.0027,10,3,4575000,3,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0,1
19,37.446411,-122.16054,94301,c:26368,Bling Nation,0,2.5014,2.8301,3.0877,3.4932,13,2,28000000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1
20,30.2350399,-97.80012990000002,78735,c:22291,Metreos Corporation,1,2.2137,3.7863,4.0877,9.4986,8,2,4355000,3,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,0
21,47.6026054,-122.2848651,98122,c:17857,Hidden City Games,0,3.8329,3.8329,3.7507,3.7507,3,1,15000000,1,WA,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,1
22,37.426316,-122.141082,94306,c:15888,Neopolitan Networks,0,5.4904,5.4904,0.0,0.0,1,1,3170000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0
23,37.764395,-122.401024,94103,c:10751,Pixelpipe,0,-1.0,3.3151,3.6959,5.662999999999999,4,2,2300000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0
24,40.010492,-105.276843,80302,c:458,EventVue,0,0.2521,0.337,,,5,2,455000,0,CO,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.5,1
25,41.875555,-87.624421,60601,c:45525,BridgePort Networks,1,4.8411,4.8411,1.0,1.0,3,1,13000000,1,IL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1
26,37.429676,-122.1085482,94303,c:3193,Scalent Systems,1,4.0603,4.0603,3.0027,3.0027,7,1,15000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1
27,37.870102,-122.268136,94704,c:28456,IQ Engines,1,4.0685,4.0685,3.4192,5.2301,2,1,3800000,3,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,1
28,30.2653441,-97.7435857,78701,c:36920,"RetailMeNot, Inc.",1,2.5068,4.5315,4.9315,5.6767,37,5,299500000,2,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1.75,1
29,33.708708,-117.852069,92705,c:35712,Mophie,1,1.189,1.189,2.189,7.7753,5,1,1000000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1
30,37.422859,-122.045217,94035,c:21492,Airship Ventures,0,1.3534,2.1644,4.5178,4.5178,3,2,10500000,1,CA,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1
31,47.603832,-122.330062,98119,c:28768,Lockdown Networks,1,4.1534,5.1671,3.0,3.0,6,2,8600000,1,WA,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.5,1
32,36.002893,-78.904075,27701,c:27741,eMinor,0,-0.1671,2.0192,,,9,2,5000000,0,NC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1
33,37.779281,-122.419236,94105,c:150658,Karma,1,0.0,0.8685,0.4137,2.1671,3,2,2304999,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1
34,40.441694,-79.990086,15219,c:34338,Zipano,0,0.0822,0.0822,,,2,1,25000,0,PA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
35,40.73901,-73.997259,10011,c:45111,Entertainment Media Works,0,2.6575,2.6575,0.0,0.0,1,1,4000000,1,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1
36,37.791137,-122.391843,94111,c:3178,Elastra,0,0.6192,1.5945,1.0,4.3315,8,2,14600000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1
37,37.404788,-121.940842,95134,c:35402,RPO,0,1.063,5.7014,,,0,3,44000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4.5,1
38,37.7795014,-122.3948712,94107,c:22856,Fotomoto,1,0.1671,2.6493,0.6082,4.7507,10,3,1822922,3,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2.3333,1
39,40.755446,-73.980246,10010,c:1224,Peer39,1,0.0,5.9041,3.8411,7.1370000000000005,18,7,29915001,5,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,2.75,1
40,33.756806,-84.392198,30303,c:1234,Vitrue,1,0.0,4.8027,3.7205,7.6164,26,4,33000000,5,GA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1
41,42.99564,-71.454789,3101,c:149809,Trendslide,1,0.0,0.5836,0.5836,0.5945,9,2,125000,2,NH,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
42,40.01573320000001,-105.275027,94025,c:13733,PublicEarth,0,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,CA,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1
43,47.63609,-122.327028,98102,c:39106,Azaleos,1,3.4904,3.4904,5.6603,8.3425,10,1,10000000,3,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1
44,37.4049731,-122.0323525,94089,c:5306,Efficient Frontier,1,4.6658,4.6658,8.7425,10.2247,25,1,6000000,4,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,1
45,37.36883,-122.03635,94085,c:16303,NetDevices,1,2.6247,2.6247,,,4,1,25000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1
46,40.730646,-73.986614,100011,c:43188,Go Try It On,1,0.926,2.9534,0.8329,2.7425,2,3,3750000,3,NY,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,1
47,42.3751,-71.105616,2139,c:33507,Performable,1,0.2466,0.2466,1.1178,1.663,9,1,3000000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
48,37.779281,-122.419236,94607,c:68157,Appstores.com,1,0.189,1.189,1.3562,1.6575,6,2,1155000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.5,1
49,37.560781,-122.284114,94404,c:2395,Fortify Software,1,3.2082,3.2082,5.2548,7.8822,11,1,10000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1
50,37.658313,-122.391032,94080,c:38220,iCurrent,1,2.5836,2.5836,2.0,2.0,5,1,3000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
51,42.360253,-71.058291,2210,c:49815,AisleBuyer,1,1.8932,2.4466,2.0,3.2767,4,2,11500000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
52,30.321464,-97.75501,78731,c:249,Indeed,1,0.7479,0.7479,4.0493,8.3233,12,1,5000000,5,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1
53,42.37564,-71.2358,2451,c:22027,Colubris Networks,1,5.1863,6.8137,7.3342,7.3342,9,2,29000000,1,MA,0,0,1,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5.0,1
54,37.7870842,-122.4038047,94103,c:109,Mashery,1,0.6712,6.2329,4.0493,7.5973,37,6,34700000,4,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,5.0,1
55,37.441537,-122.158332,94301,c:43948,Transparency Software,0,1.1863,3.4986,,,0,2,12050000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1
56,37.445586,-122.161929,95128,c:765,Viewdle,1,2.1644,4.7616,4.0027,6.7534,13,3,12000000,2,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1
57,33.5842816,-117.7306817,92656,c:19257,Enclarity,1,4.1041,4.1041,1.9151,1.9151,18,1,5500000,1,CA,1,0,0,0,0,consulting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,1
58,37.402773,-122.052551,94089,c:25827,Virsto Software,1,1.989,4.1534,2.8986,5.2575,10,3,24000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1
59,39.103151,-94.581908,64106,c:5932,Handmark,1,5.2027,6.189,7.5068,12.8932,6,2,10000000,2,MO,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5,1
60,42.546483,-71.17366700000002,1887,c:35157,Viacor,0,2.7836,10.9507,-1.9151,-1.9151,10,3,19009671,1,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,1
61,37.805289,-122.404448,94111,c:8596,Carbonetworks,0,3.4986,3.4986,3.0,3.0,6,1,5000000,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1
62,47.675489,-122.191667,98033-6314,c:19861,SchemaLogic,1,4.0466,9.3041,6.0027,6.0027,2,5,18914576,1,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1
63,27.951849,-82.456397,33609,c:45114,Skyway Software,0,6.3726,6.3726,,,0,1,4000000,0,FL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0
64,42.360253,-71.058291,02111-1720,c:23533,CardStar,1,1.3259999999999998,2.7836,1.6740000000000002,3.1342,5,3,2030882,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1
65,37.7831775,-122.3086191,94501,c:25325,Makani Power,1,2.6438,2.6438,0.0,7.3918,4,1,5000000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,1
66,47.765758,-122.184304,98011,c:8351,Myrio,0,1.0877,1.0877,,,5,1,20500000,0,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1
67,40.730646,-73.986614,80302,c:10392,Intela,1,3.9616,6.5205,4.5781,7.6877,4,2,13250000,4,CO,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,0
68,37.54763,-122.307887,94403-1855,c:26128,Sana Security,1,7.2548,7.2548,7.0055,7.0055,7,1,12000000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1
69,37.790485,-122.40094,94104,c:2808,Sportgenic,1,1.3342,3.0247,3.0219,3.337,9,3,11489687,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3.3333,1
70,37.7870923,-122.3999719,94105,c:10581,Lolapps,1,0.6795,0.6795,2.9178,4.2274,15,1,4000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1
71,37.3492097,-122.0326019,94087,c:190214,Behavio,1,-0.0301,-0.0301,0.1369999999999999,0.1369999999999999,3,1,355000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
72,28.098905,-82.400087,33626,c:1674,Infinity Box,1,0.0,0.2466,2.4164,5.3151,10,2,118000,3,FL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,1
73,37.779026,-122.40184,94103,c:170,adBrite,1,1.6685,9.337,7.3808,10.474,17,4,40400000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1.6667,1
74,32.9583632,-96.8215658,75001,c:27740,Texert,0,1.8055,1.8055,,,1,1,3000000,0,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
75,37.54827,-121.988572,94538,c:46186,Mendocino Software,0,2.6986,4.0027,1.0,1.0,2,2,19700000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,1
76,37.354469,-121.990433,95051,c:43162,QuikCycle,0,9.1671,9.1973,,,0,2,17800000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1
77,37.779281,-122.419236,94107,c:43233,Instagram,1,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4.0,1
78,40.606061,-73.822331,10004,c:1498,Motionbox,1,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.6667,1
79,42.3751,-71.105616,2138,c:31514,AccelGolf,0,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1
80,37.779281,-122.419236,94105,c:58944,MoPub,1,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2.25,1
81,40.349274,-74.659296,8540,c:40197,DNP Green Technology,0,2.0466,2.0466,,,2,1,12000000,0,NJ,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1
82,40.397761,-105.07498,80538,c:51023,Abound Solar,0,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,CO,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.5,1
83,37.420428,-122.090769,94043,c:13168,Trovix,1,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1
84,40.725435,-73.997395,10012,c:649,Thumbplay,1,2.1616,5.6384,3.8329,7.6932,13,4,41500019,5,NY,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1
85,39.388156,-77.885552,25430,c:52694,Plethora Technology,0,5.4411,5.4411,,,1,1,1000000,0,WV,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0
86,34.043948,-118.468204,90025,c:3080,DailyStrength,1,1.1288,1.1288,1.0,2.6767,7,1,5000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
87,42.350749,-83.44458900000002,48187,c:28424,Danotek Motion Technologies,0,7.8877,10.6658,0.4137,0.4137,2,3,42700000,1,MI,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.6667,1
88,37.388869,-122.072353,94041,c:280611,Yub,0,0.8822,0.8822,,,7,1,12000000,0,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.0,1
89,47.614018,-122.19655,98004,c:30537,SNAPin Software,1,2.526,3.1041,3.0027,9.126,5,2,22300000,2,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.5,1
90,37.406217,-121.976473,95054,c:14656,Azuro,1,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1
91,37.09024,-95.712891,20007,c:1766,ARPU,0,1.1671,4.6658,,,1,3,15564591,0,DC,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3.5,1
92,37.779281,-122.419236,94105,c:16938,BookFresh,1,2.5726,2.5726,2.4795,4.6685,7,1,500000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1
93,37.779281,-122.419236,94110,c:83265,Singly,1,0.1151,1.3397,1.8329,2.6712,24,2,8950000,2,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7.0,1
94,40.753881,-73.978852,10173,c:23136,TxVia,1,1.7479,4.8192,4.0027,4.8192,8,4,55350000,2,NY,0,1,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.0,1
95,37.406914,-122.09037,94043,c:54066,Blue Vector Systems,0,3.7233,3.7233,,,1,1,4000000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,1
96,41.878984,-87.637,60606,c:17219,Open Kernel Labs,1,1.6986,6.5151,3.2849,4.9315,3,5,10764323,3,IL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1
97,40.535316,-74.521435,8873,c:23234,Elanti Systems,0,1.4082,1.4082,0.0,0.0,1,1,5500000,1,NJ,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1
98,37.779281,-122.419236,94105,c:70586,Astrid,1,4.2849,4.2849,2.4164,5.5151,7,1,400000,2,CA,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,1
99,37.863464,-122.3153453,94710,c:26612,Nordic Windpower,0,0.7507,3.0137,,,3,3,54000000,0,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2.6667,1
100,34.070958000000005,-84.274733,30009,c:57923,Visiprise,0,20.8055,20.8055,,,2,1,32000000,0,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0,1
101,39.78373,-100.445882,98104,c:58133,Hubspan,1,5.789,5.789,,,1,1,13000000,0,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1
102,47.614422,-122.192337,98004,c:5587,iConclude,1,0.0849,1.2712,,,5,3,12500000,0,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1
103,37.314002,-121.932365,95128,c:38338,41st Parameter,1,2.3507,8.2822,1.0027,8.2849,16,4,38064570,2,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,3.0,1
104,37.748676,-122.415813,94110,c:4622,Aardvark,1,-0.4959,1.2548,2.1726,4.6,21,2,6000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1
105,38.030823,-78.48158000000002,22902,c:202,Hotelicopter,0,2.4658,4.8329,0.5863,5.6164,4,2,5000000,6,VA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0
106,39.035298,-77.430125,20166,c:15652,Anystream,1,0.0,7.1068,6.0055,10.9041,9,3,59000000,3,VA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.0,1
107,39.78373,-100.445882,60607,c:144825,CakeStyle,0,1.0356,1.0356,0.0,1.0356,2,1,1000000,2,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
108,37.758062,-122.418642,94110,c:9772,Fluther,1,2.7233,2.7233,0.9151,6.3096,5,1,600000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.0,1
109,41.85361500000001,-72.70375,6002,c:19101,Pocket Communications Northeast,0,2.8356,3.1397,3.3781,3.7753,0,2,125000000,2,CT,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1
110,34.01052,-118.495981,60401,c:1612,Goodreads,1,0.7945,2.9014,3.0493,6.5233,11,2,2750000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1
111,37.3821368,-121.970505,95054,c:17620,Woven Systems,1,2.9178,4.7342,,,1,2,30000000,0,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1
112,37.433646,-121.886704,95035-6261,c:43873,Kolorific,0,4.0137,4.0137,,,0,1,7000000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0
113,37.45604,-122.165399,94025,c:3986,Krugle,1,0.411,0.411,0.0,2.5342,10,1,6100000,2,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1
114,32.721834,-117.161797,92101,c:61592,Flud,0,0.5315,1.9205,2.2548,2.9781,12,3,2100000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4.0,1
115,37.779281,-122.419236,94103,c:35236,Chomp,1,0.1452,0.5014,0.4959,3.011,10,2,2565000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3.5,1
116,37.584103000000006,-122.366082,94010,c:31968,Origen Therapeutics,0,10.7589,10.7589,,,0,1,2000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0
117,35.76524000000001,-78.731161,27606,c:27620,Inlet Technologies,1,2.5671,5.6904,2.0027,2.0027,3,3,22400000,1,NC,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.6667,1
118,40.740441,-73.993376,10011,c:9816,ShopWiki,1,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0
119,40.750519,-73.993494,10001,c:52566,Fondu,1,1.7479,1.7479,1.0,2.1096,4,1,575000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0
